word,hiragana,meaning
だめ,だめ,"(noun) useless, no good, hopeless"
チェック,チェック,"(nouns) check, plaid"
～ちゃん,～ちゃん,
中学校,ちゅうがっこう,"(noun) junior high school, middle school, lower secondary school"
ちゅうしゃじょう,ちゅうしゃじょう,"(noun) parking lot, parking place"
～ちょう,～ちょう,
～（に）ついて,～（に）ついて,
つき,つき,(noun) desk
～つき,～つき,
～つづける,～つづける,
できるだけ,できるだけ,"(Expressions) as much as one can, as much as possible, if at all possible"
天気予報,てんきよほう,"(noun) weather forecast, weather report"
動物園,どうぶつえん,"(noun) zoo, zoological gardens"
遠く,とおく,"(noun) far away, distant, at a distance, distant place, by far"
とこや,とこや,"(noun) barbershop, barber"
直る,なおる,"(intransitive) to be cured, to get well, to be healed, to get mended, to be repaired, to be fixed"
治る,なおる,"(intransitive) to be cured, to get well, to be healed, to get mended, to be repaired, to be fixed"
中々,なかなか,"(adverb) very, considerably, easily, readily, fairly, quite, highly, rather, by no means (with negative verb)"
なるほど,なるほど,"(adverb) I see, That's right!, Indeed"
におい,におい,"(noun) odour, odor, scent, smell, stench, aura, whiff, smacks of ..., sense, flavour, flavor"
～にくい,～にくい,
ぬれる,ぬれる,(intransitive) to get wet
ねだん,ねだん,"(noun) price, cost"
ねっしん,ねっしん,"(noun) zeal, enthusiasm"
のど,のど,"(noun) throat, singing voice"
乗り物,のりもの,(noun) vehicle
パート（タイム）,パート（タイム）,
歯医者,はいしゃ,(noun) dentist
～ばかり,～ばかり,
～はじめる,～はじめる,
パソコン,パソコン,(nouns) personal computer
パパ,パパ,(noun) Papa
ハンバーグ,ハンバーグ,"(noun) hamburger (meat, no bun), Hamburg steak"
ひげ,ひげ,"(nouns) self-abasement, humility, self-depreciation"
美術館,びじゅつかん,"(noun) art gallery, art museum"
びっくりする,びっくりする,
昼休み,ひるやすみ,"(noun) lunch break, noon recess, noon rest period"
ファックス,ファックス,"(noun) facsimile, FAX"
部長,ぶちょう,"(noun) head (chief, director) of a section or department, head of a (school) club, head of a (school) team"
ぶどう,ぶどう,"(noun) martial arts, military arts, Bushido"
ほど,ほど,"(noun) degree, extent, bounds, limit; (particle) indicates approx. amount or maximum, upper limit"
ほめる,ほめる,"(transitive) to praise, to admire, to speak well"
まじめ,まじめ,"(noun) diligent, serious, honest, sober, grave, earnest, steady"
まず,まず,"(adverb) first (of all), to start with, about, almost, anyway, well, now, hardly (with neg. verb)"
または,または,"(Expressions) or, otherwise"
～まま,～まま,
回る,まわる,"(intransitive) to go around, to return, to surround, to concern (usu. of disputes)"
見つかる,みつかる,"(intransitive) to be found, to be discovered"
見つける,みつける,"(transitive) to discover, to find (e.g. an error in a book), to come across, to detect, to locate, to find (e.g. something missing), to find fault, to be used to seeing, to be familiar with"
向かう,むかう,"(intransitive) to face, to go towards"
～め,～め,
もうすぐ,もうすぐ,(Expressions) very soon
もちろん,もちろん,"(adverb) of course, certainly, naturally"
もっとも,もっとも,"(adverb) most, extremely"
もらう,もらう,"(transitive) to receive, to take, to accept, to get somebody to do something (follows a verb in ""te"" form)"
役に立つ,やくにたつ,"(Godan) to be helpful, to be useful"
～やすい,～やすい,
やせる,やせる,"(intransitive) to become thin, to lose weight, to reduce (one's) weight, to slim, to be barren, to be infertile, to be sterile"
やはり/やっぱり,やはり/やっぱり,
やむ,やむ,"(intransitive) to cease, to stop, to be over"
夕飯,ゆうはん,(noun) evening meal
（～に）よると,（～に）よると,
よろしい,よろしい,"(adjective) good, OK, all right, fine, very well, will do, may, can"
両方,りょうほう,"(nouns) both sides, both parties"
レジ,レジ,(noun) (cash) register
レポート/リポート,レポート/リポート,
ワープロ,ワープロ,(noun) word-processor
明るい,あかるい,"(adjective) bright, colourful, cheerful, familiar (with), knowledgeable (about), fair (e.g. politics), clean"
あさごはん,あさごはん,(noun) breakfast
あちら,あちら,"(nouns) that way (direction distant from both speaker and listener), over there, yonder, that one (something physically distant from both speaker and listener, or something not visible but known by both speaker and listener), that; (pronoun) that person (someone physically distant from both speaker and listener, or someone not present but known by both speaker and listener), there (place distant from both speaker and listener), over there, foreign country (esp. a Western nation)"
あびる,あびる,"(transitive) to bathe, to bask in the sun, to shower"
あまり,あまり,"(noun,) remainder, rest, balance, remains, scraps, residue, remnant; (adverb) not very (with negative sentence), not much, surplus, excess, fullness, too much, overjoyed, overwhelmed; (noun,) more than, over"
ある [存在],ある [存在],
ある [所有],ある [所有],
いい/よい,いい/よい,
いくつ,いくつ,"(adverb) how many?, how old?"
いくら,いくら,"(noun) how much?, how many?"
いす,いす,"(noun) chair, post, office, position"
一,いち,"(prefix) one; (suffix) best in, the most (...) in (where an adjective follows)"
いちばん,いちばん,"(adverbial) best, first, number one, game, round, bout, fall, event (in a meet)"
いつ,いつ,"(pronoun) when, how soon"
いろいろ,いろいろ,"(adverb) various, various colors (colours)"
後ろ,うしろ,"(noun) back, behind, rear"
えいがかん,えいがかん,"(noun) movie theatre (theater), cinema"
～えん,～えん,
お～,お～,
大きな,おおきな,"(noun) big, large, great"
おかし,おかし,"(noun) confections, sweets, candy"
お金,おかね,(noun) money
おくさん,おくさん,"(noun) wife, your wife, his wife, married lady, madam"
お酒,おさけ,"(noun) alcohol, sake"
お皿,おさら,"(noun) plate, dish"
おじさん,おじさん,
お茶,おちゃ,"(noun) tea (usu. green), tea break (at work), tea ceremony"
おてあらい,おてあらい,"(noun) toilet, restroom, lavatory, bathroom"
おなか,おなか,(noun) stomach
おばさん,おばさん,
おふろ,おふろ,(noun) bath
おべんとう,おべんとう,(noun) bento (Japanese box lunch)
～かい,～かい,
～かい,～かい,
外国人,がいこくじん,(noun) foreigner
かぎ,かぎ,"(noun) key, lock"
～かげつ,～かげつ,
カップ,カップ,(noun) cup
かぶる,かぶる,"(transitive) to wear (on head, usu. one's own), to put on (over head, usu. one's own), to crown (oneself), to pour or dash water, dust, etc. (on oneself), to bear (e.g. someone's debts, faults, etc.), to overlap"
紙,かみ,(noun) paper
火曜日,かようび,(noun) Tuesday
～がる,～がる,
カレー,カレー,(noun) curry
川/河,かわ,
きっさてん,きっさてん,"(noun) coffee lounge, coffee shop, (rather formal) cafe"
牛肉,ぎゅうにく,(nouns) beef
着る,きる,"(Ichidan) to wear (in modern Japanese, from the shoulders down), to put on, to bear (guilt, etc.)"
キロ/キログラム,キロ/キログラム,
キロ/キロメートル,キロ/キロメートル,
金曜日,きんようび,(noun) Friday
ください,ください,"(Expressions) please give me, (after te-form of a verb or a noun prefixed with o- or go-) please do for me"
くもり,くもり,"(noun) cloudiness, cloudy weather, shadow"
～くらい/ぐらい,～くらい/ぐらい,
月曜日,げつようび,(noun) Monday
～こ,～こ,
～ご,～ご,
～ころ/～ごろ,～ころ/～ごろ,
今月,こんげつ,(noun) this month
今週,こんしゅう,(noun) this week
こんばん,こんばん,"(noun) tonight, this evening"
～さい,～さい,
～さつ,～さつ,
さ来年,さらいねん,
～さん,～さん,
～じ,～じ,
～じかん,～じかん,
じゃ/じゃあ,じゃ/じゃあ,
～じゅう,～じゅう,
～しゅうかん,～しゅうかん,
しょうゆ,しょうゆ,"(noun) soy sauce, shoyu"
～にん,～にん,
水曜日,すいようび,(noun) Wednesday
～すぎ,～すぎ,
～ずつ,～ずつ,
ストーブ,ストーブ,(noun) heater (from stove)
ズボン,ズボン,(noun) trousers
先月,せんげつ,(noun) last month
先週,せんしゅう,"(noun) last week, the week before"
そう/そうです,そう/そうです,
そうして/そして,そうして/そして,
そば,そば,"(noun) buckwheat (Fagopyrum esculentum), soba (Japanese buckwheat noodles)"
～だい,～だい,
大使館,たいしかん,(noun) embassy
大好き,だいすき,"(noun) loveable, very likeable, like very much"
たいへん,たいへん,"(adverb) very, greatly; (noun) immense, enormous, great, serious, grave, dreadful, terrible, difficult, hard, major incident, disaster"
～だけ,～だけ,
～たち,～たち,
たて,たて,"(noun) mansion, small castle, nobleman, noblewoman; (noun) boat cabin"
食べ物,たべもの,(noun) food
たんじょうび,たんじょうび,(noun) birthday
小さな,ちいさな,"(pre-noun) small, little, tiny"
ちゃわん,ちゃわん,"(noun) rice bowl, tea cup, teacup"
作る,つくる,"(transitive) to make, to produce, to manufacture, to build, to construct, to prepare (food), to brew (alcohol), to raise, to grow, to cultivate, to train, to till, to draw up (a document), to make out, to prepare, to write, to create (an artistic work, etc.), to compose, to coin (a phrase), to organize, to organise, to establish, to found, to have (a child), to make up (one's face, etc.), to fabricate (an excuse, etc.), to form (a line, etc.), to set (a record), to commit (a sin, etc.)"
出かける,でかける,"(intransitive) to depart, to go out (e.g. on an excursion or outing), to set out, to start, to be going out"
手紙,てがみ,(nouns) letter
～ど,～ど,
十日,とおか,"(noun) the tenth day of the month, ten days"
図書館,としょかん,(noun) library
土曜日,どようび,(noun) Saturday
とり肉,とりにく,
～ながら,～ながら,
夏休み,なつやすみ,"(noun) summer vacation, summer holiday"
～など,～など,
なる,なる,"(intransitive) to become, to get, to grow, to be, to reach, to attain, to result in, to prove to be, to consist of, to be composed of, to succeed, to be complete, to change into, to be exchanged for, to play a role, to be promoted (shogi)"
なん～,なん～,
にぎやか,にぎやか,"(adjectival) bustling, busy"
～にち,～にち,
日曜日,にちようび,(noun) Sunday
～ねん,～ねん,
飲み物,のみもの,"(noun) drink, beverage"
～はい,～はい,
初め/始め,はじめ,
～ばん,～ばん,
パン,パン,"(noun) bread, pastries (e.g. croissants), pastry-based products, pan, frying pan; (noun) panning (in a film)"
ばんごはん,ばんごはん,"(noun) dinner, evening meal"
